Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.001205007709539482,Rejeita H₀
ARCHLM,0.05,4.120598928534508e-30,Rejeita H₀
Ljung Box,0.05,0.0,Rejeita H₀
