Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0,Rejeita H₀
ARCHLM,0.05,3.238432285468374e-13,Rejeita H₀
Ljung Box,0.05,2.7838411699905015e-255,Rejeita H₀
