Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,8.11890817e-315,Rejeita H₀
ARCHLM,0.05,7.669467131571581e-13,Rejeita H₀
Ljung Box,0.05,2.1403989057877146e-249,Rejeita H₀
