Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,6.885645617903597e-9,Rejeita H₀
ARCHLM,0.05,0.016030303080074033,Rejeita H₀
Ljung Box,0.05,1.149764211993461e-62,Rejeita H₀
