Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,1.1966529041806391e-186,Rejeita H₀
ARCHLM,0.01,4.445665809013151e-41,Rejeita H₀
Ljung Box,0.01,1.1654495883920543e-49,Rejeita H₀
