Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0,Rejeita H₀
ARCHLM,0.05,1.7057861517542031e-44,Rejeita H₀
Ljung Box,0.05,2.729799697089536e-71,Rejeita H₀
