Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0,Rejeita H₀
ARCHLM,0.05,2.3318740024965807e-44,Rejeita H₀
Ljung Box,0.05,3.160024923408958e-175,Rejeita H₀
