Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.0,Rejeita H₀
ARCHLM,0.01,2.3786544182650393e-45,Rejeita H₀
Ljung Box,0.01,2.7051273035541623e-188,Rejeita H₀
