Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,7.86174354847726e-33,Rejeita H₀
ARCHLM,0.01,1.936740082311101e-7,Rejeita H₀
Ljung Box,0.01,3.449155036035832e-52,Rejeita H₀
