Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,-350.9554121039449,-350.9549319653596,-350.9545154985475,-350.9540841634391,-350.9535128446991
5.0,-211.1005514679152,1095.8884314528402,5766.079647932618,15353.392178865723,40171.2299202101
12.0,-350.95519036121226,-350.954296947731,1114.1021620511112,12147.008362755632,44773.90023131148
