Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,11124.31835938,11124.31835938,11124.31835938,11124.31835938,11124.318359380002
5.0,11124.31835938,11124.31835938,11124.31835938,11124.31835938,11124.31835938
12.0,11124.31835938,11124.318359380002,31249.74582400721,32814.95265005506,47740.639381649526
