Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.0,Rejeita H₀
ARCHLM,0.01,1.2834036263167731e-18,Rejeita H₀
Ljung Box,0.01,1.0773653326072182e-27,Rejeita H₀
