Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,7.999098780516655e-247,Rejeita H₀
ARCHLM,0.01,3.797370937145226e-42,Rejeita H₀
Ljung Box,0.01,7.739935101242048e-80,Rejeita H₀
