Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.2768330465646644e-18,Rejeita H₀
ARCHLM,0.05,6.403080314640954e-10,Rejeita H₀
Ljung Box,0.05,3.2328750602563e-38,Rejeita H₀
