Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,8.470055383819039,8.479248299242334,8.486533970221046,8.493212086771756,8.502874887656969
5.0,246.93587279838354,4144.67052589297,17918.38382885514,49997.0112061494,143292.71154776457
12.0,-17997.237462296038,-102.26144083596495,14437.981358354362,54700.583686635364,158281.3100309974
