Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.32417623060113177,Não rejeita H₀
ARCHLM,0.05,0.04093072647165727,Rejeita H₀
Ljung Box,0.05,7.220085230415313e-20,Rejeita H₀
