Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,4.961472492265884,5.2697438463966995,5.503572971520932,5.699143148851174,6.0936174480073015
5.0,4.6443908991413725,5.099420687642283,5.4165772923164415,5.732413579691177,6.18431561989233
12.0,4.6443908991413725,4.81978159406898,5.1979736043162745,5.575572495177617,6.0152526185284145
