Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:48020000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
48020000;2;01/05/1994;;1;1;2529,429;1672,081;2047,013;1;8;1;1;1;;0;2529,429;2259,319;2309,941;1928,078;1821,809;1810,132;1821,809;1672,081;1916,166;2348,165;2297,249;2297,249;2322,658;2464,15;2209,091;2097,536;1904,28;1975,983;2012,181;2012,181;2048,61;2503,246;1729,136;1786,858;1845,241;1880,587;1951,979;1975,983;1833,512;1880,587;2012,181;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/04/1994;;1;1;4945,032;2412,359;3778,689;6;29;2;2;2;;0;4000,829;4140,296;4633,345;4763,714;4796,504;4945,032;4845,837;4665,818;4297,216;4109,159;4031,677;4031,677;4155,896;4140,296;4140,296;4140,296;4187,157;3970,064;3696,956;3562,98;3285,892;3016,766;3030,729;2961,142;2947,293;2796,461;2635,113;2464,15;2412,359;2555,708;;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;
48020000;2;01/03/1994;;1;1;3817,494;1626,923;2218,524;31;15;1;1;1;;0;2073,022;2146,866;2568,883;2621,82;2122,151;2012,181;1988,023;1940,015;2012,181;2085,266;2097,536;2348,165;2000,089;1845,241;1626,923;1672,081;2012,181;2097,536;2085,266;2109,831;2048,61;2097,536;2159,261;2012,181;2060,803;2024,298;2036,441;2635,113;3044,714;3372,542;3817,494;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/02/1994;;1;1;2490,19;1717,671;2169,16;25;19;2;2;2;;0;2477,158;2386,609;2451,166;2425,271;2171,681;2209,091;2246,725;2297,249;2284,581;2284,581;2335,399;2146,866;2000,089;2171,681;2234,156;1940,015;2234,156;1856,997;1717,671;2134,496;1833,512;1928,078;2085,266;2184,126;2490,19;2209,091;1951,979;2048,61;;;;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
48020000;2;01/01/1994;;1;1;2234,156;1638,172;1924,513;28;23;2;2;2;;0;1892,42;1904,28;2085,266;2024,298;1975,983;1916,166;1951,979;1892,42;1798,482;1845,241;1892,42;1951,979;2036,441;1988,023;1951,979;2159,261;1845,241;1740,627;1752,145;1706,233;1810,132;1775,26;1638,172;1798,482;1729,136;1810,132;1975,983;2234,156;2146,866;2209,091;2221,611;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/12/1993;;1;1;2122,151;1694,822;1831,071;27;14;1;1;1;;0;1717,671;1740,627;1752,145;1706,233;1916,166;1904,28;1798,482;1740,627;1763,689;1740,627;1729,136;1810,132;1892,42;1694,822;1752,145;1752,145;1729,136;1740,627;1833,512;1821,809;1717,671;1740,627;1775,26;1892,42;1988,023;1928,078;2122,151;2060,803;1916,166;2097,536;1988,023;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/11/1993;;1;1;2097,536;1582,2;1857,732;10;15;2;2;2;;0;1916,166;1856,997;1988,023;2000,089;1951,979;1868,779;1775,26;1951,979;1892,42;2097,536;2012,181;2012,181;1963,968;1833,512;1582,2;1763,689;1821,809;2097,536;2012,181;1752,145;1752,145;1763,689;1763,689;1729,136;1740,627;1717,671;1729,136;1763,689;1892,42;1729,136;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/10/1993;;1;1;2728,825;2085,266;2347,412;20;11;2;2;2;;0;2399,472;2309,941;2122,151;2134,496;2438,206;2425,271;2464,15;2360,956;2271,938;2097,536;2085,266;2146,866;2184,126;2373,77;2451,166;2271,938;2122,151;2246,725;2648,43;2728,825;2715,367;2688,522;2348,165;2196,596;2221,611;2529,429;2386,609;2297,249;2621,82;2271,938;2209,091;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/09/1993;;1;1;2661,771;1940,015;2298,268;28;12;1;1;1;;0;2048,61;2159,261;2171,681;2134,496;2024,298;2146,866;1963,968;2060,803;2209,091;2234,156;2234,156;1940,015;2234,156;2322,658;2234,156;2412,359;2412,359;2425,271;2085,266;2322,658;2438,206;2568,883;2595,304;2503,246;2529,429;2309,941;2373,77;2661,771;2661,771;2529,429;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/08/1993;;1;1;2823,678;1916,166;2352,092;27;30;1;1;1;;0;2221,611;2234,156;2425,271;2477,158;2464,15;2425,271;2464,15;2184,126;2171,681;2529,429;2542,556;2464,15;2675,135;2271,938;2159,261;2322,658;2425,271;2438,206;2529,429;2412,359;2322,658;2122,151;2309,941;2425,271;2360,956;2146,866;2823,678;2271,938;1951,979;1916,166;2425,271;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/07/1993;;1;1;2529,429;1786,858;2158,27;31;19;1;1;1;;0;2184,126;2146,866;2134,496;2073,022;2073,022;2259,319;2360,956;2284,581;2348,165;2184,126;2036,441;2159,261;2360,956;2348,165;2322,658;2146,866;2048,61;1810,132;1786,858;1940,015;1988,023;2000,089;2109,831;2000,089;1951,979;1892,42;2209,091;2184,126;2516,325;2516,325;2529,429;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/06/1993;;1;1;2122,151;1868,779;2008,204;3;21;2;2;2;;0;2109,831;2085,266;2122,151;2012,181;1988,023;1963,968;1916,166;2109,831;2048,61;2036,441;2000,089;2085,266;2000,089;1904,28;2122,151;2085,266;2060,803;1975,983;2000,089;1928,078;1868,779;2036,441;2000,089;1975,983;1963,968;1928,078;1868,779;1940,015;2048,61;2060,803;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;;
48020000;2;01/05/1993;;1;1;2595,304;1892,42;2223,713;6;29;1;1;1;;0;2221,611;1988,023;2159,261;2555,708;2582,082;2595,304;2322,658;2221,611;1904,28;2184,126;2542,556;2542,556;2412,359;2438,206;2348,165;2000,089;2159,261;2425,271;2134,496;2221,611;2284,581;2171,681;1951,979;2024,298;2259,319;2146,866;2109,831;2134,496;1892,42;2036,441;1963,968;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/04/1993;;1;1;2297,249;1821,809;2080,434;30;18;1;1;1;;0;2196,596;2060,803;2146,866;2048,61;2073,022;2159,261;2036,441;2048,61;1916,166;1916,166;1904,28;2146,866;2171,681;2159,261;2196,596;2012,181;2085,266;1821,809;1928,078;2134,496;1975,983;1988,023;2184,126;2109,831;1892,42;2024,298;2246,725;2284,581;2246,725;2297,249;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/03/1993;;1;1;3939,382;2073,022;3174,98;14;29;1;1;1;;0;3445,353;3518,708;3607,446;3503,993;3430,747;3459,981;3726,963;3817,494;3847,84;3817,494;3893,517;3893,517;3757,056;3939,382;3847,84;3847,84;3757,056;3503,993;3401,601;2582,082;2399,472;2085,266;2122,151;2529,429;2905,882;2109,831;2097,536;2171,681;2073,022;2073,022;3257,184;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/02/1993;;1;1;3548,201;2309,941;3111,626;27;17;1;1;1;;0;2568,883;2864,677;3030,729;3030,729;3044,714;3058,722;3086,805;3058,722;3002,826;2933,466;3058,722;3086,805;3016,766;3072,753;2975,014;3072,753;2309,941;2933,466;3129,099;2961,142;3285,892;3503,993;3503,993;3503,993;3459,981;3489,301;3548,201;3533,444;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
48020000;2;01/01/1993;;1;1;7374,519;2073,022;5038,816;1;25;1;1;1;;0;7374,519;7355,44;7317,336;7374,519;7355,44;7355,44;7336,379;7279,3;6717,182;6735,663;6791,213;6791,213;6772,679;6754,162;6442,11;5886,549;5451,464;4862,32;4187,157;3696,956;3257,184;2529,429;2234,156;2097,536;2073,022;2234,156;2234,156;2196,596;2451,166;2529,429;2529,429;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/12/1992;;1;1;7393,614;2905,882;4602,498;31;7;1;1;1;;0;2961,142;2961,142;2947,293;2961,142;2988,909;3100,881;2905,882;3072,753;2947,293;2961,142;2961,142;3271,527;3518,708;3592,602;3878,271;3985,436;4124,717;4568,638;5095,141;5485,839;5589,416;6010,459;6189,038;6189,038;6171,097;6460,323;6754,162;7015,008;7279,3;7336,379;7393,614;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/11/1992;;1;1;3058,722;1752,145;2523,585;29;2;1;1;1;;0;2159,261;1752,145;2012,181;2221,611;2060,803;2234,156;2146,866;2134,496;1904,28;2246,725;2234,156;2335,399;2246,725;2146,866;2259,319;2373,77;2728,825;2919,663;2961,142;2919,663;2988,909;3016,766;2947,293;2919,663;2919,663;2961,142;2961,142;2988,909;3058,722;2947,293;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/10/1992;;1;1;2284,581;1810,132;2111,523;27;10;1;1;1;;0;2171,681;2221,611;2159,261;2060,803;2012,181;2097,536;2221,611;2196,596;2097,536;1810,132;1856,997;1880,587;1988,023;2097,536;2146,866;2171,681;2073,022;1951,979;2012,181;2196,596;2060,803;2196,596;2246,725;2171,681;2085,266;2073,022;2284,581;2284,581;2284,581;2271,938;2073,022;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/09/1992;;1;1;2412,359;1593,34;2110,821;17;7;1;1;1;;0;2297,249;2259,319;2284,581;2221,611;1916,166;1706,233;1593,34;1821,809;2085,266;2109,831;2122,151;2073,022;1916,166;2012,181;2221,611;2309,941;2412,359;2159,261;2109,831;2036,441;2000,089;2246,725;2284,581;2271,938;2234,156;2122,151;1940,015;2000,089;2271,938;2284,581;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/08/1992;;1;1;3143,241;1740,627;2160,7;21;16;1;1;1;;0;2109,831;2109,831;2209,091;2386,609;2438,206;2451,166;2335,399;2221,611;2085,266;2196,596;2271,938;2309,941;2297,249;2529,429;1916,166;1740,627;1786,858;1963,968;2259,319;2284,581;3143,241;1928,078;1740,627;1775,26;2085,266;2134,496;2048,61;2171,681;2134,496;1916,166;2000,089;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/07/1992;;1;1;2259,319;1504,994;1948,94;31;13;2;2;2;;0;2097,536;2184,126;2073,022;1928,078;1752,145;1582,2;1988,023;2024,298;2073,022;1988,023;1928,078;1786,858;1504,994;2146,866;1975,983;2073,022;2109,831;1904,28;1763,689;1582,2;1833,512;1975,983;1963,968;2000,089;1963,968;1740,627;1833,512;2073,022;2085,266;2221,611;2259,319;1;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/06/1992;;1;1;3832,657;1472,322;2071,22;7;3;1;1;1;;0;2464,15;1904,28;1472,322;1560,003;1615,702;1786,858;3832,657;2284,581;2012,181;2012,181;1988,023;1988,023;2109,831;2000,089;1916,166;2146,866;2097,536;2073,022;2109,831;2159,261;1951,979;1963,968;2234,156;2159,261;2109,831;2134,496;2060,803;1975,983;1963,968;2048,61;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/05/1992;;1;1;3847,84;1988,023;2689,349;31;28;2;2;2;;0;3314,688;3343,571;3372,542;3459,981;3489,301;3474,63;3459,981;3271,527;2961,142;2947,293;2975,014;2975,014;2742,305;2464,15;2425,271;2335,399;2322,658;2360,956;2412,359;2297,249;2184,126;2146,866;2024,298;2060,803;2221,611;2109,831;2036,441;1988,023;2073,022;2271,938;3847,84;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/04/1992;;1;1;7146,726;2386,609;3387,06;1;27;1;1;1;;0;7146,726;6279,012;5451,464;4731,003;3970,064;3637,197;3622,311;3592,602;3562,98;3533,444;3474,63;3652,105;3548,201;3489,301;3314,688;2837,321;2837,321;2425,271;2503,246;2503,246;2464,15;2477,158;2477,158;2451,166;2451,166;2412,359;2386,609;2425,271;2582,082;3372,542;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/03/1992;;1;1;10969,157;7974,474;10693,647;3;31;1;1;1;;0;10925,312;10925,312;10969,157;10903,412;10947,227;10947,227;10925,312;10969,157;10969,157;10969,157;10969,157;10969,157;10947,227;10947,227;10947,227;10903,412;10881,527;10947,227;10925,312;10881,527;10881,527;10815,967;10881,527;10903,412;10837,805;10620,12;10425,531;10339,453;9934,016;9119,803;7974,474;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/02/1992;;1;1;11057,033;6772,679;9342,104;27;4;1;1;1;;0;6846,923;6809,766;6791,213;6772,679;6809,766;6977,532;7585,521;8171,495;8490,218;8510,28;8813,193;9388,49;9513,421;9870,521;10189,42;10232,209;10189,42;10317,974;10253,626;10360,949;10425,531;10728,769;10925,312;10991,104;10947,227;10947,227;11057,033;11035,041;10969,157;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
48020000;2;01/01/1992;;1;1;6680,273;1429,152;2979,676;31;6;1;1;1;;0;1483,185;1439,902;1504,994;1582,2;1593,34;1429,152;1615,702;1615,702;1626,923;1615,702;1729,136;1626,923;1638,172;2073,022;2386,609;2742,305;3100,881;3214,289;3242,864;3285,892;3358,046;3696,956;3954,713;4265,668;4600,952;4780,099;5196,084;5297,721;4281,432;5711,111;6680,273;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/12/1991;;1;1;2259,319;1461,487;1746,36;12;23;1;1;1;;0;1694,822;1626,923;1775,26;1928,078;1775,26;1916,166;1821,809;1694,822;1548,946;2073,022;2221,611;2259,319;2146,866;2159,261;1729,136;1786,858;1928,078;1810,132;1548,946;1694,822;1571,088;1560,003;1461,487;1582,2;1560,003;1483,185;1582,2;1548,946;1571,088;1472,322;1604,507;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/11/1991;;1;1;2621,82;1450,681;1923,521;5;24;1;1;1;;0;2097,536;2134,496;1649,448;1856,997;2621,82;2184,126;2284,581;2048,61;2109,831;1660,751;1904,28;2322,658;2335,399;2516,325;2000,089;1615,702;1729,136;1571,088;1951,979;1845,241;1740,627;1798,482;1683,438;1450,681;1504,994;1928,078;1775,26;1821,809;1763,689;1798,482;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/10/1991;;1;1;2348,165;1461,487;1967,593;18;1;2;2;2;;0;1461,487;2073,022;2209,091;2085,266;2024,298;1940,015;1672,081;2048,61;2024,298;2036,441;2048,61;1729,136;1593,34;1548,946;1988,023;1951,979;1928,078;2348,165;2048,61;1672,081;1740,627;2146,866;2097,536;2146,866;2196,596;2012,181;1638,172;1856,997;2297,249;2209,091;2221,611;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/09/1991;;1;1;2171,681;1375,827;1838,203;18;2;1;1;1;;0;1548,946;1375,827;2012,181;1951,979;1940,015;1940,015;1752,145;1548,946;1537,917;1833,512;1951,979;1904,28;1988,023;1904,28;1604,507;1775,26;2159,261;2171,681;2024,298;2000,089;1904,28;1626,923;1672,081;1963,968;2000,089;1988,023;2024,298;1798,482;1593,34;1649,448;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/08/1991;;1;1;2451,166;1472,322;1821,922;22;5;2;2;2;;0;1660,751;1729,136;1604,507;1638,172;1472,322;1892,42;1856,997;1856,997;1868,779;2036,441;1638,172;1740,627;2171,681;2134,496;2171,681;2012,181;1810,132;1717,671;1740,627;1928,078;1963,968;2451,166;1845,241;1638,172;1537,917;1472,322;1740,627;1729,136;1752,145;1833,512;1833,512;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/07/1991;;1;1;2184,126;1638,172;1969,271;11;28;2;2;2;;0;1810,132;1916,166;2097,536;2000,089;2024,298;1988,023;1856,997;1821,809;2073,022;2060,803;2184,126;2122,151;2122,151;2000,089;1810,132;2073,022;2122,151;2122,151;2085,266;2109,831;1904,28;1798,482;2024,298;2036,441;2122,151;2097,536;1963,968;1638,172;1638,172;1694,822;1729,136;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/06/1991;;1;1;2715,367;1344,174;1728,205;21;3;1;1;1;;0;1439,902;1429,152;1344,174;1450,681;1450,681;1397,072;1450,681;1582,2;1515,94;1407,737;1560,003;1649,448;1504,994;1786,858;1880,587;1582,2;1729,136;1904,28;2073,022;2386,609;2715,367;1660,751;1798,482;1729,136;1775,26;1856,997;1928,078;2012,181;1880,587;1963,968;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/05/1991;;1;1;2988,909;1450,681;2027,086;1;31;2;2;2;;0;2988,909;2850,987;2582,082;2412,359;2146,866;2085,266;1988,023;1928,078;1963,968;2073,022;2209,091;2146,866;2085,266;2209,091;2060,803;2073,022;2109,831;1868,779;1672,081;1717,671;1916,166;1904,28;1940,015;1928,078;1845,241;1672,081;1729,136;1868,779;1763,689;1649,448;1450,681;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/04/1991;;1;1;4536,404;1810,132;3595,537;12;1;1;1;1;;0;1810,132;2373,77;2529,429;3157,406;3667,034;4124,717;3908,784;3757,056;4124,717;4297,216;4297,216;4536,404;4376,44;4376,44;4472,177;4536,404;4456,17;4504,25;4249,925;3893,517;3847,84;3908,784;3711,949;3185,803;2701,933;2490,19;2464,15;2675,135;2661,771;2769,337;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/03/1991;;1;1;2360,956;1120,098;1712,332;8;24;2;2;2;;0;2134,496;1821,809;1439,902;1649,448;1988,023;2209,091;2297,249;2360,956;1916,166;1397,072;1571,088;1940,015;1928,078;1916,166;1752,145;1729,136;1810,132;1694,822;1683,438;1660,751;1261,04;1717,671;1365,247;1120,098;1179,784;1365,247;1230,347;1365,247;1649,448;2000,089;1928,078;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1;
48020000;2;01/02/1991;;1;1;2085,266;1375,827;1741,329;28;11;1;1;1;;0;1940,015;1833,512;1537,917;1615,702;2036,441;2012,181;1975,983;1810,132;1593,34;1504,994;1375,827;1582,2;1548,946;1626,923;1845,241;1775,26;1483,185;1717,671;1951,979;1975,983;1892,42;1683,438;1672,081;1418,43;1429,152;1856,997;1975,983;2085,266;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;;
48020000;2;01/01/1991;;1;1;2297,249;1271,329;1852,561;9;13;2;2;2;;0;1810,132;1683,438;2060,803;2234,156;1963,968;1868,779;2097,536;2060,803;2297,249;2234,156;1880,587;1845,241;1271,329;1429,152;1833,512;1786,858;1833,512;1892,42;1904,28;1560,003;1626,923;2085,266;2036,441;1928,078;2146,866;1752,145;1407,737;1548,946;1763,689;1810,132;1775,26;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/12/1990;;1;1;2036,441;1386,435;1643,522;27;10;1;1;1;;0;1494,075;1494,075;1418,43;1560,003;1560,003;1604,507;1560,003;1504,994;1461,487;1386,435;1504,994;1494,075;1526,915;1571,088;1740,627;1683,438;1504,994;1626,923;1683,438;1694,822;1649,448;1763,689;1706,233;1604,507;1672,081;1786,858;2036,441;2036,441;1868,779;1880,587;1868,779;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/11/1990;;1;1;2012,181;1312,781;1586,842;14;5;1;1;1;;0;1649,448;1593,34;1344,174;1672,081;1312,781;1660,751;1593,34;1571,088;1593,34;1582,2;1593,34;1354,696;1526,915;2012,181;1683,438;1461,487;1775,26;1604,507;1429,152;1660,751;1706,233;1752,145;1660,751;1593,34;1560,003;1418,43;1537,917;1571,088;1560,003;1571,088;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/10/1990;;1;1;2335,399;1281,649;1736,955;19;4;1;1;1;;0;1560,003;1775,26;1397,072;1281,649;1323,216;1386,435;1418,43;1386,435;1660,751;2024,298;1988,023;2036,441;1706,233;1483,185;1706,233;2024,298;2036,441;1988,023;2335,399;1904,28;1740,627;1786,858;2109,831;2209,091;1951,979;1775,26;1593,34;1386,435;1571,088;1672,081;1626,923;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/09/1990;;1;1;2529,429;1365,247;1876,164;26;24;2;2;2;;0;2159,261;1683,438;1729,136;1963,968;2146,866;1916,166;1951,979;1638,172;1571,088;1740,627;2196,596;2399,472;2234,156;2171,681;1775,26;1515,94;1916,166;2134,496;1892,42;2024,298;1940,015;1845,241;1375,827;1365,247;1833,512;2529,429;1706,233;1752,145;1638,172;1537,917;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;
48020000;2;01/08/1990;;1;1;2360,956;1386,435;1747,423;31;6;2;2;2;;0;1683,438;1706,233;1672,081;1694,822;1626,923;1386,435;1649,448;1672,081;1660,751;1582,2;1752,145;1683,438;1483,185;1740,627;1626,923;1638,172;1856,997;1763,689;1548,946;1483,185;1775,26;1892,42;1940,015;1916,166;1821,809;1638,172;1729,136;1951,979;2060,803;2171,681;2360,956;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;
48020000;2;01/07/1990;;1;1;1752,145;1312,781;1498,315;3;8;1;1;1;;0;1672,081;1571,088;1752,145;1672,081;1740,627;1638,172;1450,681;1312,781;1365,247;1450,681;1439,902;1375,827;1386,435;1386,435;1333,681;1344,174;1344,174;1494,075;1560,003;1571,088;1571,088;1571,088;1386,435;1515,94;1571,088;1571,088;1526,915;1571,088;1418,43;1323,216;1560,003;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/06/1990;;1;1;2024,298;1344,174;1605,766;28;11;1;1;1;;0;1763,689;1856,997;1626,923;1429,152;1916,166;1868,779;1504,994;1604,507;1418,43;1375,827;1344,174;1461,487;1407,737;1386,435;1397,072;1418,43;1472,322;1344,174;1407,737;1365,247;1397,072;1615,702;1856,997;1626,923;1472,322;1845,241;1975,983;2024,298;2012,181;1975,983;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
48020000;2;01/05/1990;;1;1;1963,968;1110,257;1648,152;31;27;1;1;1;;0;1429,152;1526,915;1672,081;1683,438;1604,507;1593,34;1638,172;1660,751;1638,172;1694,822;1660,751;1638,172;1397,072;1429,152;1626,923;1729,136;1821,809;1892,42;1706,233;1548,946;1461,487;1845,241;1904,28;1940,015;1740,627;1139,873;1110,257;1526,915;1928,078;1940,015;1963,968;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
48020000;2;01/04/1990;;1;1;2335,399;1386,435;1614,315;1;14;1;1;1;;0;2335,399;2109,831;2073,022;2085,266;1951,979;1798,482;1775,26;1833,512;1798,482;1740,627;1752,145;1706,233;1515,94;1386,435;1397,072;1418,43;1429,152;1407,737;1418,43;1386,435;1429,152;1418,43;1407,737;1397,072;1407,737;1429,152;1418,43;1407,737;1397,072;1397,072;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
