Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.8199633748970244,Não rejeita H₀
ARCHLM,0.05,0.00018493388356910305,Rejeita H₀
Ljung Box,0.05,4.9840192224062936e-79,Rejeita H₀
