Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.38707259188148446,Não rejeita H₀
ARCHLM,0.05,7.034656361410885e-15,Rejeita H₀
Ljung Box,0.05,1.3349965670468133e-115,Rejeita H₀
