Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.12288681303385711,Não rejeita H₀
ARCHLM,0.01,4.2091822227061574e-11,Rejeita H₀
Ljung Box,0.01,1.1229135981865896e-84,Rejeita H₀
