Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.4208122304064546e-32,Rejeita H₀
ARCHLM,0.05,4.117858276136241e-5,Rejeita H₀
Ljung Box,0.05,1.1901014520317296e-25,Rejeita H₀
