Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.499340029546051e-97,Rejeita H₀
ARCHLM,0.05,2.4105598987652453e-37,Rejeita H₀
Ljung Box,0.05,1.402153981919905e-135,Rejeita H₀
