Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,3.72139053199545e-5,Rejeita H₀
ARCHLM,0.01,0.0039525504611369125,Rejeita H₀
Ljung Box,0.01,8.729234499068021e-45,Rejeita H₀
