Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,3.72139053199545e-5,Rejeita H₀
ARCHLM,0.05,0.0039525504611369125,Rejeita H₀
Ljung Box,0.05,8.729234499068021e-45,Rejeita H₀
