Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,5.683352700712361e-17,Rejeita H₀
ARCHLM,0.05,0.003546149609701698,Rejeita H₀
Ljung Box,0.05,5.8298535797266504e-55,Rejeita H₀
