Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,1.3594320330264875e-16,Rejeita H₀
ARCHLM,0.01,1.7719911178919643e-7,Rejeita H₀
Ljung Box,0.01,1.4193771282671862e-5,Rejeita H₀
