Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.6972399389280484,Não rejeita H₀
ARCHLM,0.05,0.026742418718562613,Rejeita H₀
Ljung Box,0.05,1.1824057081342262e-68,Rejeita H₀
