Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0005575538161832886,Rejeita H₀
H,0.05,0.15409883834530702,Não rejeita H₀
ARCHLM,0.05,0.001444167848090105,Rejeita H₀
Ljung Box,0.05,1.3883214068855382e-5,Rejeita H₀
