Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0004353852808580394,Rejeita H₀
H,0.05,0.8599367084671803,Não rejeita H₀
ARCHLM,0.05,0.7024713816869712,Não rejeita H₀
Ljung Box,0.05,0.00023758154302197507,Rejeita H₀
