Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,76.69385798800427,115.9876703949943,158.7528221111763,211.62790711489166,293.68551447132563
5.0,101.23182607650533,162.47967719590812,208.39550696097567,264.88412657342184,384.0297954350547
12.0,116.77570292152166,189.43469120365316,254.90353015266874,329.1963091580689,459.1299724105328
