Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,10275.452331525641,12426.002264604309,14478.58742077576,16846.305267705924,20127.7954015053
5.0,12244.926120439617,14748.238273114215,17521.932937610272,20572.656921624643,26604.93154596431
12.0,14975.226941437899,19819.800566806865,23532.91905111944,27874.995562644926,36321.440880874754
