Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.6211839292587782,Não rejeita H₀
H,0.05,0.5387966503464545,Não rejeita H₀
ARCHLM,0.05,0.06788424191646798,Não rejeita H₀
Ljung Box,0.05,6.003817607218971e-12,Rejeita H₀
