Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.5920076617622063,Não rejeita H₀
ARCHLM,0.05,0.13310283345813784,Não rejeita H₀
Ljung Box,0.05,0.00015503720941570197,Rejeita H₀
