Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.15454683138719255,Não rejeita H₀
H,0.05,0.4694984544220675,Não rejeita H₀
ARCHLM,0.05,0.08906817744979217,Não rejeita H₀
Ljung Box,0.05,9.345504867016847e-12,Rejeita H₀
