Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.764279945508779e-6,Rejeita H₀
ARCHLM,0.05,0.0038783103281942242,Rejeita H₀
Ljung Box,0.05,1.1037252251920964e-9,Rejeita H₀
