Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,2.499962655565992e-15,Rejeita H₀
ARCHLM,0.01,0.0020203849504978337,Rejeita H₀
Ljung Box,0.01,4.185901142787918e-39,Rejeita H₀
