Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,-169.43657234184673,-165.82074933407816,-162.66692745364918,-159.3835521759599,-155.00832687924594
5.0,-265.72911113814155,-260.40141357014073,-240.12773987289282,-189.79833996054373,-58.99722618727633
12.0,-346.5861032398169,-346.40164741654337,-233.68675923173677,-87.38168260000074,139.73694022216392
