Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,0.0013188318094559885,Rejeita H₀
ARCHLM,0.05,0.00029889964225343645,Rejeita H₀
Ljung Box,0.05,9.116040331532348e-47,Rejeita H₀
