Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,2.3944939586174434e-6,Rejeita H₀
ARCHLM,0.01,0.032490323074123195,Não rejeita H₀
Ljung Box,0.01,3.885013770094609e-5,Rejeita H₀
