Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,2.395662331532075e-6,Rejeita H₀
H,0.05,0.011384940319675296,Rejeita H₀
ARCHLM,0.05,0.03249417397764877,Rejeita H₀
Ljung Box,0.05,3.884780695809458e-5,Rejeita H₀
