Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,1956.0794236941556,2084.816391218228,2197.890342288608,2316.3713670936713,2475.434433839416
5.0,1475.105649884027,1613.4932592933112,1702.2784564898334,1792.4817947113359,1943.4821575274707
12.0,1761.8755812932127,1915.323845508772,2023.1845704109824,2129.20886912685,2279.744526317446
