Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,3.4497696677144157e-7,Rejeita H₀
ARCHLM,0.01,0.036719321399270255,Não rejeita H₀
Ljung Box,0.01,3.0423275286757836e-5,Rejeita H₀
