ar,dates,fit_in_sample,param_1,param_2,q_residuals,residuals,seasonality,std_residuals
33.46391885665842,2000-06-01,20.23,6.0223461795116275,155.56416859010798,-3.603622166223626,0.0,-3.222367314015174,0.0
33.344943011492916,2000-07-01,20.685179648335215,6.0223461795116275,20.685179648335215,1.638076599257276,15.444820351664788,-3.4934463935755407,1.8323415181597609
33.37668653220542,2000-08-01,25.114174348312837,6.0223461795116275,25.114174348312837,1.360233377061032,14.765825651687166,-3.3583777121307943,1.4428516796996347
33.4077665808908,2000-09-01,66.80611677462555,6.0223461795116275,66.80611677462555,2.246392962984874,75.38388322537445,-2.108212022667251,2.7691414162289005
33.4994792886538,2000-10-01,131.87139953529186,6.0223461795116275,131.87139953529186,0.10654178270758863,-1.601399535291847,-0.16290059630714296,-0.029801075718613217
33.514252291963814,2000-11-01,172.95079790077665,6.0223461795116275,172.95079790077665,0.9789051568420807,66.69920209922336,1.0624596241740387,0.946413500392083
33.597332452747345,2000-12-01,214.18487762248864,6.0223461795116275,214.18487762248864,0.8833403835607203,72.33512237751134,2.2846617291616806,0.8287876561868041
33.68608908804995,2001-01-01,249.53249067600788,6.0223461795116275,249.53249067600788,0.5569704795104197,45.46750932399212,3.325330999350276,0.44715379521084375
33.74802175566573,2001-02-01,248.80242835276223,6.0223461795116275,248.80242835276223,-0.41013353606736536,-51.582428352762236,3.29576062438357,-0.5087799952305523
33.712935702931176,2001-03-01,252.29711905307386,6.0223461795116275,252.29711905307386,0.5771266239308239,48.302880946926166,3.403891581764557,0.46983309050908345
33.77771683690413,2001-04-01,161.71902638481552,6.0223461795116275,161.71902638481552,0.17810036767872917,2.780973615184479,0.7138523865163691,0.042200598330442644
33.79700817143967,2001-05-01,79.13355606462433,6.0223461795116275,79.13355606462433,0.6041438714970224,16.136443935375667,-1.7306992920231625,0.5004146427889581
33.82966427569838,2001-06-01,28.36817749403014,6.0223461795116275,28.36817749403014,1.0156777148124874,11.471822505969865,-3.2306112294705245,0.9923933409403275
33.85767176604544,2001-07-01,19.48839111281051,6.0223461795116275,19.48839111281051,-1.209003901050137,-8.85839111281051,-3.4910341350239382,-1.1154798315215289
33.865362930627306,2001-08-01,24.07748956527893,6.0223461795116275,24.07748956527893,-3.5952373665721558,-20.927489565278933,-3.3549583137786505,-2.132989850108021
33.860988873661256,2001-09-01,66.38553197062505,6.0223461795116275,66.38553197062505,-0.2032670190785689,-8.805531970625054,-2.105799764115652,-0.32551051079583815
33.868734518221146,2001-10-01,132.00004742564926,6.0223461795116275,132.00004742564926,0.16563729460185414,1.5899525743507468,-0.16822868331061944,0.029559218044030982
33.88687933207467,2001-11-01,173.80107009525298,6.0223461795116275,173.80107009525298,-0.03198620686810469,-11.701070095252987,1.0648718827256396,-0.1652174797278038
33.89174212171173,2001-12-01,214.87251323963096,6.0223461795116275,214.87251323963096,-0.15200498898644813,-24.372513239630962,2.2764178137063285,-0.27835710403336866
33.883935968437264,2002-01-01,250.86517986709453,6.0223461795116275,250.86517986709453,-0.45686716619033824,-56.085179867094524,3.339406571709374,-0.5486439440163314
33.84441364165553,2002-02-01,249.3322324995199,6.0223461795116275,249.3322324995199,-0.20165285226998772,-32.92223249951991,3.299180022735716,-0.32403633394559644
33.82803471829702,2002-03-01,252.29378428418966,6.0223461795116275,252.29378428418966,-0.4283859188543813,-53.91378428418966,3.3888088696049166,-0.5244162295897223
33.79065644154437,2002-04-01,161.2655801743315,6.0223461795116275,161.2655801743315,-0.6842024069925948,-48.275580174331495,0.6997768141572767,-0.7346300287194888
33.758898043604134,2002-05-01,79.24283828696329,6.0223461795116275,79.24283828696329,-0.0695832685611901,-6.492838286963291,-1.7282870334715599,-0.2010746965194209
33.768906457284125,2002-06-01,28.816102442103393,6.0223461795116275,28.816102442103393,0.26331048880846947,1.523897557896607,-3.221360174214631,0.12977869172065762
33.786936420760505,2002-07-01,20.14016541110721,6.0223461795116275,20.14016541110721,-0.5543241502230589,-5.170165411107208,-3.4769585626648394,-0.6299763746879865
33.79828119937206,2002-08-01,23.75973367103263,6.0223461795116275,23.75973367103263,-2.0608849386927544,-15.499733671032631,-3.3690338861377476,-1.6009048698928405
33.79930205555677,2002-09-01,66.53527802457329,6.0223461795116275,66.53527802457329,0.8682855748819006,21.974721975426718,-2.1033875055640503,0.8105023366239591
33.83779750145771,2002-10-01,131.49802865701025,6.0223461795116275,131.49802865701025,0.01240767148578603,-6.558028657010254,-0.1823042556697203,-0.12238746123932524
33.84777929088829,2002-11-01,173.4072058977821,6.0223461795116275,173.4072058977821,-0.2974833162989265,-28.997205897782095,1.0556208274697405,-0.4103664713763865
33.83532700056371,2002-12-01,214.60605427581237,6.0223461795116275,214.60605427581237,0.5283413134132363,36.30394572418763,2.274005555154725,0.4151401306198225
33.88816913931751,2003-01-01,250.5700481441836,6.0223461795116275,250.5700481441836,0.5396834289015541,43.6799518558164,3.3301555164534786,0.42779514617818465
33.9484130412964,2003-02-01,249.69745243638377,6.0223461795116275,249.69745243638377,0.494874775518876,38.462547563616255,3.2967677641841115,0.37801304992019563
34.003469036644155,2003-03-01,253.93894355122487,6.0223461795116275,253.93894355122487,0.8540902717365888,82.0910564487751,3.414547755771509,0.7933218105369968
34.10218002708324,2003-04-01,162.50832636777997,6.0223461795116275,162.50832636777997,0.13875870157710662,0.1616736322200154,0.7206911832206595,0.0024414421375771457
34.1190106818691,2003-05-01,79.06287678569008,6.0223461795116275,79.06287678569008,-0.733134604475254,-24.902876785690083,-1.7258747749199548,-0.7729648859430756
