Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,9.582534752206669e-55,Rejeita H₀
ARCHLM,0.01,6.94571159158338e-33,Rejeita H₀
Ljung Box,0.01,2.36715614321908e-242,Rejeita H₀
