Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,9.329666309811715e-9,Rejeita H₀
H,0.01,8.881784197001252e-16,Rejeita H₀
ARCHLM,0.01,2.942246079832012e-7,Rejeita H₀
Ljung Box,0.01,9.54735911455655e-71,Rejeita H₀
