Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.002168251418055222,Rejeita H₀
H,0.01,0.8774854537631751,Não rejeita H₀
ARCHLM,0.01,2.9642719734866477e-34,Rejeita H₀
Ljung Box,0.01,0.0,Rejeita H₀
