Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,5.6701973361092946e-8,Rejeita H₀
ARCHLM,0.01,0.00021179549141896455,Rejeita H₀
Ljung Box,0.01,3.0130739441205135e-8,Rejeita H₀
