Teste,0.05,pvalor,Rejeicao
Jarque Bera,0.05,6.425804890504858e-191,Rejeita H₀
ARCHLM,0.05,2.2519898493565507e-21,Rejeita H₀
Ljung Box,0.05,7.988705073201966e-62,Rejeita H₀
