Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,11124.31835938,11711.639409877343,16626.453253651216,21489.39366716046,28147.185447598862
5.0,11238.123900543518,16308.728150593828,21374.75631124741,28184.737648210903,36939.76280690268
12.0,11124.31835938,16336.023628578416,22268.70372828434,28505.07971841177,38483.63667885869
