Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,104.0,104.0,104.0,104.0,104.0
5.0,104.0,104.0,104.0,104.0,104.0
12.0,109.8578809556269,115.67853883800579,115.82067956718238,129.98109504273467,130.33217066057662
