Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,3.255837323856749e-120,Rejeita H₀
ARCHLM,0.01,4.5018510243950287e-20,Rejeita H₀
Ljung Box,0.01,2.0846390473973346e-55,Rejeita H₀
