,Data,Values
187,2017-08-01,35974.056985138166
188,2017-09-01,37248.991515516136
189,2017-10-01,38717.47895588935
190,2017-11-01,38779.0657161417
191,2017-12-01,37986.62255453008
192,2018-01-01,38106.59832475202
193,2018-02-01,39761.80468905505
194,2018-03-01,39341.3718337156
195,2018-04-01,40778.706090950036
196,2018-05-01,39077.71419214283
197,2018-06-01,36708.482304831465
198,2018-07-01,37712.37983609469
199,2018-08-01,37521.33342164689
200,2018-09-01,37885.92704133928
201,2018-10-01,38489.72635795398
202,2018-11-01,39316.540694344025
203,2018-12-01,38962.05521797716
204,2019-01-01,39364.33825794461
205,2019-02-01,42448.90160734839
206,2019-03-01,40966.67978767065
207,2019-04-01,39278.34288966261
208,2019-05-01,40153.4935543846
209,2019-06-01,38829.76720198616
210,2019-07-01,37500.72825770641
211,2019-08-01,37341.81239627374
212,2019-09-01,38053.583304622865
213,2019-10-01,39932.646633858756
214,2019-11-01,40718.33077095253
215,2019-12-01,39278.28190219412
216,2020-01-01,38600.00436809546
217,2020-02-01,40632.87735659492
218,2020-03-01,40746.24235120643
219,2020-04-01,39190.21776675924
220,2020-05-01,35876.406362460366
221,2020-06-01,35548.44683452323
222,2020-07-01,37466.57524027407
223,2020-08-01,37509.869297823614
224,2020-09-01,38105.17613666258
225,2020-10-01,40657.51360846835
226,2020-11-01,40900.17511958482
227,2020-12-01,38926.39844648597
228,2021-01-01,40054.086359647394
229,2021-02-01,41270.77763816237
230,2021-03-01,41148.2952387271
231,2021-04-01,41334.633566684344
232,2021-05-01,39117.212657409735
233,2021-06-01,38809.36783754837
234,2021-07-01,38874.80664287618
235,2021-08-01,37527.81676612051
236,2021-09-01,39359.34974032312
237,2021-10-01,41089.37082710083
238,2021-11-01,39003.06580399302
239,2021-12-01,39716.16399373246
240,2022-01-01,40429.54456290079
241,2022-02-01,40802.04838671537
242,2022-03-01,42370.05479562763
243,2022-04-01,43297.37738333143
244,2022-05-01,40792.31262956599
245,2022-06-01,38320.35895064218
