"","l","b","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
"1",239.583185078661,2.06016768172127,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956,0.952348122766428,0.966988783293042,1.01233016983322,1.05139790510679,1.05191899860576,1.02210478868861
"2",229.839990069356,2.00661792270225,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956,0.952348122766428,0.966988783293042,1.01233016983322,1.05139790510679,1.05191899860576
"3",226.413288714576,1.95721198028458,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956,0.952348122766428,0.966988783293042,1.01233016983322,1.05139790510679
"4",234.851159846974,1.91436912729306,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956,0.952348122766428,0.966988783293042,1.01233016983322
"5",247.598482370419,1.87450383981319,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956,0.952348122766428,0.966988783293042
"6",253.552351259458,1.83250587500377,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956,0.952348122766428
"7",257.320068989353,1.79051719063995,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353,0.950913135863956
"8",256.524997337546,1.7474588885408,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972,0.976736349490353
"9",257.779553798469,1.70635763118002,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921,1.00313880136972
"10",253.040203811255,1.66351605777959,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312,1.01526528847921
"11",262.284477276761,1.62804280363395,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787,1.00092483924312
"12",263.70443042126,1.58986426180654,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408,0.995932817259787
"13",260.47918548097,1.55048784137708,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163,1.02209359131408
"14",255.534471754444,1.51126999848914,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463,1.05191349502163
"15",259.743992605358,1.47714216316842,1.05191601413831,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624,1.0514046717463
"16",254.983072176112,1.43975677062511,1.05139904915894,1.05191601413831,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936,1.01234064367624
"17",258.075487581839,1.40682725366736,1.0123421428658,1.05139904915894,1.05191601413831,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236,0.966992382386936
"18",261.125176481825,1.37466359604393,0.966993788660426,1.0123421428658,1.05139904915894,1.05191601413831,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848,0.952349783891236
"19",264.576996889713,1.34344944096785,0.952351507131055,0.966993788660426,1.0123421428658,1.05139904915894,1.05191601413831,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034,0.950911033682848
"20",266.049764531017,1.31208140601476,0.950911163131104,0.952351507131055,0.966993788660426,1.0123421428658,1.05139904915894,1.05191601413831,1.02208791794833,0.99592877819252,1.00092469406405,1.01527212804838,1.00313322480786,0.976735964550034
