,Data,Values
181,2015-02-01,1286.7737818090811
182,2015-03-01,1268.6868111058807
183,2015-04-01,1274.968215356558
184,2015-06-01,1275.3500017693834
185,2015-07-01,1050.1419991181933
186,2015-08-01,1078.8298335131337
187,2015-09-01,1101.4081467345868
188,2015-10-01,1081.1823561325348
189,2015-11-01,1085.5477862943603
190,2015-12-01,1110.4635226239593
191,2016-01-01,1095.413224592226
192,2016-02-01,1102.1247758416885
193,2016-03-01,945.0746546771178
194,2016-04-01,968.1358616484374
195,2016-05-01,963.4813573194509
196,2016-06-01,940.5877102247399
197,2016-07-01,939.4449229783471
198,2016-08-01,952.3173268837287
199,2016-09-01,954.7818341775825
200,2016-10-01,968.5579628386805
201,2016-11-01,982.7928936021826
202,2016-12-01,959.6829708275649
203,2017-01-01,910.645575962305
204,2017-02-01,1190.5078079380328
205,2017-03-01,833.5383481300681
206,2017-04-01,865.2324721731787
207,2017-05-01,935.5769037903239
208,2017-06-01,850.5371823231452
209,2017-07-01,773.9213570815969
210,2017-08-01,791.4133418191809
211,2017-09-01,787.8436685855953
212,2017-10-01,772.5320459281287
213,2017-11-01,756.9905295141946
214,2017-12-01,747.874816961756
215,2018-01-01,794.4959529697549
216,2018-02-01,740.5951732840228
217,2018-03-01,773.9114033113135
218,2018-04-01,713.7191853122537
219,2018-05-01,781.23736365587
220,2018-06-01,687.5170940535642
221,2018-07-01,741.6918408842467
222,2018-08-01,763.3305743981639
223,2018-09-01,736.0561491351139
224,2018-10-01,761.9871912377384
225,2018-11-01,782.896645273038
226,2018-12-01,779.8400840641319
227,2019-01-01,771.5402494188585
228,2019-02-01,942.5736324582076
229,2019-03-01,804.7672591539143
230,2019-04-01,743.7575097811336
231,2019-05-01,778.0067543128102
232,2019-06-01,1000.1042558741034
233,2019-07-01,890.8202870838169
234,2019-08-01,868.5697456250266
235,2019-09-01,880.0103970556897
236,2019-10-01,1049.816493699456
237,2019-11-01,904.0177567787573
238,2019-12-01,1049.0446285586613
239,2020-01-01,872.4665685238625
240,2020-02-01,1174.7338136201677
241,2020-03-01,985.1618138206834
242,2020-04-01,950.6755192836193
243,2020-05-01,1536.6014041752458
244,2020-06-01,1418.3078953588788
245,2020-07-01,1620.103360678244
246,2020-08-01,1697.9147606111171
247,2020-09-01,1325.1277087359902
248,2020-10-01,1830.6179659295333
249,2020-11-01,1579.5854456768193
250,2020-12-01,2760.0271445577564
251,2021-01-01,1823.7759669968082
252,2021-02-01,1157.193161337967
253,2021-03-01,1327.8508428883802
254,2021-04-01,1263.7197470175606
255,2021-05-01,1553.979324617504
256,2021-06-01,1522.8659949541034
257,2021-07-01,1395.8732590666973
258,2021-08-01,1263.8621433156266
259,2021-09-01,1314.931254502191
