"","l","b","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
"128",1519.64476876453,2.57554573340051,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472,0.792855889222504,0.746387348033562,0.794984714520758,1.03288586179929,1.178354191609,1.648313197159
"129",1490.14609155359,2.46042750642907,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472,0.792855889222504,0.746387348033562,0.794984714520758,1.03288586179929,1.178354191609
"130",1499.82223651023,2.48632558042564,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472,0.792855889222504,0.746387348033562,0.794984714520758,1.03288586179929
"131",1495.21942566004,2.46088182086622,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472,0.792855889222504,0.746387348033562,0.794984714520758
"132",1502.12288048732,2.4768267473755,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472,0.792855889222504,0.746387348033562
"133",1504.59468573823,2.47680872462339,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472,0.792855889222504
"134",1447.12389038386,2.2616495949779,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011,0.611074034681472
"135",1406.28525129028,2.10695749770112,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284,0.787834077164011
"136",1383.38058900953,2.01718779922468,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793,0.932803021644284
"137",1393.52609826578,2.04636131828423,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848,0.960764305532793
"138",1432.19870155371,2.17781728663268,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296,1.09164874180848
"139",1418.9262525366,2.12236443072999,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453,1.45637327511296
"140",1409.69585696275,2.08161801560321,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098,1.59979007453453
"141",1415.48562898661,2.09492702438287,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997,1.18631286003098
"142",1427.00292509361,2.12874503533028,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559,1.02607633551997
"143",1433.66414665748,2.14501263634621,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489,0.798279329038559
"144",1486.39073082013,2.32655595359639,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315,0.746383867812489
"145",1519.10603336586,2.43562480410733,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197,0.748794051490315
"146",1542.95238498899,2.51247046655259,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379,0.585686504033197
"147",1572.9119737258,2.61098146076219,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843,0.768286931852379
"148",1564.70597358691,2.57215801848908,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976,0.940449240136843
"149",1616.17799663909,2.74766548975624,0.981443903255252,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098,0.99599224203976
"150",1614.03461830242,2.73011094777048,0.991788258778651,0.981443903255252,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465,1.07522068877098
"151",1596.27593935388,2.65657422734089,1.05618373433636,0.991788258778651,0.981443903255252,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791,1.44011795235465
"152",1550.1940418319,2.48164601589788,1.37878834091596,1.05618373433636,0.991788258778651,0.981443903255252,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318,1.60566070694791
"153",1542.29731557956,2.4443967950378,1.59066618421804,1.37878834091596,1.05618373433636,0.991788258778651,0.981443903255252,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444,1.19732931790318
"154",1516.37131490646,2.34257204122617,1.16660703113563,1.59066618421804,1.37878834091596,1.05618373433636,0.991788258778651,0.981443903255252,0.760917480143554,0.600218765807606,0.763515153563237,0.76766982458083,0.837569223113526,1.0306227954444
