"","l","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
"75",130.39970871466,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243,1.85625259803716,1.58965396468608,1.24760819523577,0.965606731288844,0.518801117277032,0.158702821124007
"76",125.534644562506,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243,1.85625259803716,1.58965396468608,1.24760819523577,0.965606731288844,0.518801117277032
"77",130.965651908157,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243,1.85625259803716,1.58965396468608,1.24760819523577,0.965606731288844
"78",134.609318646302,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243,1.85625259803716,1.58965396468608,1.24760819523577
"79",134.737497214054,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243,1.85625259803716,1.58965396468608
"80",134.922662680981,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243,1.85625259803716
"81",131.487453646458,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537,1.8216010899243
"82",135.588881026527,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908,1.77334096055537
"83",132.775119797292,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752,1.1639002349908
"84",131.177269103159,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706,0.566902119087752
"85",127.981231532534,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158,0.193031189633706
"86",125.499259034709,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388,0.144483039717158
"87",141.952276542894,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085,0.158696746591388
"88",140.333177243016,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806,0.518824144097085
"89",132.776662896572,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231,0.96563429246806
"90",129.817513340695,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652,1.24760941404231
"91",128.933845713759,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505,1.58965620593652
"92",127.297066614358,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157,1.8562041114505
"93",127.528224344153,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818,1.82165938344157
"94",127.364516266326,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442,1.77330320579818
"95",130.26843166789,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508,1.16388586516442
"96",128.283990868365,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473,0.566887948833508
"97",129.879424624254,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749,0.19302734907473
"98",120.989136111013,0.19301379372843,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361,0.144502472613749
"99",110.994442753894,0.144490226038696,0.19301379372843,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707,0.158694889576361
"100",108.995547779844,0.158691957549438,0.144490226038696,0.19301379372843,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579,0.518795482683707
"101",110.950637321017,0.518805029759083,0.158691957549438,0.144490226038696,0.19301379372843,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619,0.965612213736579
"102",109.725215002858,0.965601272283398,0.518805029759083,0.158691957549438,0.144490226038696,0.19301379372843,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159,1.24760070138619
"103",112.124869490383,1.24762869340078,0.965601272283398,0.518805029759083,0.158691957549438,0.144490226038696,0.19301379372843,0.566895181855914,1.16386767546057,1.77334468541925,1.82165698434769,1.85620756950653,1.58963550249159
