,Data,Values
246,2022-07-01,38234.90960808042
247,2022-08-01,39049.09524749109
248,2022-09-01,40022.41859843161
249,2022-10-01,40008.37487864167
250,2022-11-01,39975.233175433554
251,2022-12-01,40095.88277526415
252,2023-01-01,40629.28562004109
253,2023-02-01,41351.22311557158
254,2023-03-01,41944.944579057206
255,2023-04-01,41081.80080665838
256,2023-05-01,39777.279504033686
257,2023-06-01,38997.386247300354
