"","l","b","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
"1",24027.3448602566,152.969659649643,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562,0.956565858700573,0.97224610230679,1.01213541908137,1.0480510530065,1.04671062915268,1.02096659046573
"2",22982.548318266,149.15053426368,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562,0.956565858700573,0.97224610230679,1.01213541908137,1.0480510530065,1.04671062915268
"3",22679.8674545645,145.542583545995,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562,0.956565858700573,0.97224610230679,1.01213541908137,1.0480510530065
"4",23541.4880824497,142.209060772955,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562,0.956565858700573,0.97224610230679,1.01213541908137
"5",24787.6240092625,139.017280344142,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562,0.956565858700573,0.97224610230679
"6",25269.9941219995,135.778115472203,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562,0.956565858700573
"7",25615.2343430754,132.594060704061,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882,0.954144593303562
"8",25532.3611975714,129.416731880915,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416,0.978637374984882
"9",25683.6548166046,126.353098146622,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266,1.00191112353416
"10",25258.0695241157,123.269252767999,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715,1.01343479836266
"11",26240.1550484937,120.486696404172,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938,1.00027127944715
"12",26369.5542613676,117.632607131446,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269,0.994925177653938
"13",26038.9517382027,114.772212032688,0.994922444197288,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691,1.02095835314269
"14",25539.6467088178,111.95278178845,1.02095445434771,0.994922444197288,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356,1.04670731504691
"15",26040.8308655839,109.36246594681,1.04670992739185,1.02095445434771,0.994922444197288,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554,1.04805645051356
"16",25546.743773822,106.67296563757,1.04805251646078,1.04670992739185,1.02095445434771,0.994922444197288,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999,1.01214315000554
"17",25818.5778890206,104.171535944347,1.01214423084697,1.04805251646078,1.04670992739185,1.02095445434771,0.994922444197288,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274,0.9722483111999
"18",26018.4936891461,101.718161265124,0.972248912962037,1.01214423084697,1.04805251646078,1.04670992739185,1.02095445434771,0.994922444197288,1.00027135240069,1.01344041948054,1.00190764228561,0.978637530394825,0.954143307892014,0.956567166922274
