Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,9.180936970595156e-5,Rejeita H₀
H,0.01,0.23285720775604823,Não rejeita H₀
ARCHLM,0.01,0.003121078628314412,Rejeita H₀
Ljung Box,0.01,0.0004970157048760936,Rejeita H₀
