Teste,0.01,pvalor,Rejeicao
Jarque Bera,0.01,0.03380971702979608,Não rejeita H₀
ARCHLM,0.01,5.920578731486748e-7,Rejeita H₀
Ljung Box,0.01,7.438718710971536e-39,Rejeita H₀
