Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,7.562655119600121,7.641258199148581,7.7035535808783555,7.7606541308452615,7.843274917795687
5.0,7.314986886205504,7.41448369764735,7.484077897338182,7.556226351285503,7.649510602051104
12.0,7.5382528178655255,7.6336854009453345,7.716381477384692,7.79683595004864,7.903249912536007
