dates,fit_in_sample,level,param_1,param_2,q_residuals,residuals,seasonality,slope,std_residuals
2002-01-01,10.03099554794811,388261.017041946,14.915879558884637,0.0007405730076527645,-Inf,0.0,1.0238467955914974,1.0318834223566733,0.0
2002-02-01,10.083649387986657,16789.25078421238,10.083649387986657,0.0007405730076527645,-0.7683102316027217,-0.020908388260153288,1.0522768560864901,1.0236778812786136,-0.7683102316027217
2002-03-01,10.09179858908154,16948.3085510158,10.09179858908154,0.0007405730076527645,1.4752406905200814,0.04014641985207845,1.0509308139859903,1.021304186295945,1.4752406905200814
2002-04-01,10.101644616047745,17759.50384207142,10.101644616047745,0.0007405730076527645,2.036942478325693,0.05543227520423599,1.012851404481272,1.0192347938721387,2.036942478325688
2002-05-01,10.111846015164613,18757.073420839566,10.111846015164613,0.0007405730076527645,0.2103003018900088,0.005723001181399567,0.9688173240094777,1.0173914774407518,0.21030030189000876
2002-06-01,10.118448360959064,19146.748271433524,10.118448360959064,0.0007405730076527645,-0.25185328287770387,-0.006853802027361411,0.9553869599110836,1.0156848534400578,-0.2518532828777039
2002-07-01,10.125584928010339,19353.038615443165,10.125584928010339,0.0007405730076527645,-1.0992469954515467,-0.029914326309000927,0.9519728121338064,1.0141385850929379,-1.0992469954515467
2002-08-01,10.147380694510094,19241.48102663006,10.147380694510094,0.0007405730076527645,-0.5428119402836008,-0.01477179703310938,0.9785904940933261,1.0127256023672835,-0.5428119402836007
2002-09-01,10.173462975680499,19292.679460416475,10.173462975680499,0.0007405730076527645,-1.7643413915616402,-0.04801385341605702,1.001784554963638,1.0114709171920562,-1.7643413915616395
2002-10-01,10.167021574674795,18907.489076238122,10.167021574674795,0.0007405730076527645,1.5149365371895283,0.041226681626998385,1.0156300856367173,1.0103094446715237,1.514936537189528
2002-11-01,10.189802701420595,19612.920248560025,10.189802701420595,0.0007405730076527645,-0.34150644495362475,-0.009293575759807382,1.001661244589116,1.0093553302827916,-0.34150644495362464
2002-12-01,10.18780310146484,19669.507227672148,10.18780310146484,0.0007405730076527645,-1.324488631142982,-0.036043933045545984,0.9967844127074301,1.008446450005552,-1.3244886311429822
2003-01-01,10.19939358596669,19369.11518733426,10.19939358596669,0.0007405730076527645,-1.667952650944698,-0.04539078121184836,1.0240440050493662,1.0076022037124028,-1.6679526509446982
2003-02-01,10.204237431394676,18942.029703020336,10.204237431394676,0.0007405730076527645,0.6607421003211212,0.017981086031516824,1.0522175554919486,1.0068335757013014,0.6607421003211211
2003-03-01,10.221023844919648,19287.807866434192,10.221023844919648,0.0007405730076527645,-1.4804688428106247,-0.0402886960231843,1.050846863369606,1.006206074328125,-1.4804688428106245
2003-04-01,10.163770498098314,18898.887134274595,10.163770498098314,0.0007405730076527645,0.4081661177690263,0.01110761683747441,1.012794325690533,1.0055830612532528,0.4081661177690264
2003-05-01,10.131886546502756,19134.385125032844,10.131886546502756,0.0007405730076527645,0.3246484460347097,0.008834811093937134,0.9689379268803263,1.0050743345897222,0.32464844603470977
2003-06-01,10.128148194389118,19334.4617726096,10.128148194389118,0.0007405730076527645,0.4204552804422782,0.011442047610351835,0.9553331195035784,1.0046144173757565,0.42045528044227815
2003-07-01,10.136454545501799,19560.778440715632,10.136454545501799,0.0007405730076527645,0.0901209727642702,0.0024525044850793876,0.9521561774995964,1.0042032899962334,0.09012097276427004
2003-08-01,10.168900720196337,19666.511856751204,10.168900720196337,0.0007405730076527645,-0.8757461618933989,-0.023832092840947894,0.9782687481619305,1.0038243953403172,-0.8757461618933989
2003-09-01,10.180520572187827,19430.873200912974,10.180520572187827,0.0007405730076527645,-0.19770591809726387,-0.005380264282417002,1.0017045302562508,1.0034571368351832,-0.19770591809726382
2003-10-01,10.194240476567451,19422.353102970308,10.194240476567451,0.0007405730076527645,0.11121567969178468,0.0030265646817717595,1.015988024562374,1.0031452285764397,0.11121567969178464
2003-11-01,10.185077010665204,19514.036273774454,10.185077010665204,0.0007405730076527645,0.41337435043807513,0.011249350926537005,1.0019906841533346,1.00287302490375,0.413374350438075
2003-12-01,10.18958853191211,19705.767644055806,10.18958853191211,0.0007405730076527645,0.05295979648531687,0.0014412198895019657,0.9967282393648716,1.002636349102473,0.052959796485316755
2004-01-01,10.219581587278144,19768.38461575284,10.219581587278144,0.0007405730076527645,-1.5864544903573554,-0.04317293337648387,1.0238227055783584,1.0024135568860533,-1.5864544903573554
2004-02-01,10.220590044161844,19260.66048337718,10.220590044161844,0.0007405730076527645,-0.895147785729666,-0.02436007836991827,1.051871602082973,1.0021683747751773,-0.8951477857296659
2004-03-01,10.205896210037592,18991.978494622766,10.205896210037592,0.0007405730076527645,0.6174414469765718,0.01680272495443269,1.0511924797489949,1.0019666116399057,0.6174414469765718
2004-04-01,10.18110693761168,19230.466806296612,10.18110693761168,0.0007405730076527645,1.2636947378257493,0.03438952018855268,1.012737250116444,1.0018262962705766,1.2636947378257493
2004-05-01,10.16098304426989,19692.830657402043,10.16098304426989,0.0007405730076527645,1.0259668454467465,0.02792011906687364,0.9692566039681251,1.0017176459131334,1.0259668454467463
2004-06-01,10.166179416572641,20079.596160163994,10.166179416572641,0.0007405730076527645,0.7979197081348203,0.021714164893143817,0.9555396149376317,1.0016133908720175,0.7979197081348203
2004-07-01,10.178004334498954,20389.496570276748,10.178004334498954,0.0007405730076527645,0.4715890856350655,0.012833575938641317,0.9522098388618568,1.001513355309767,0.4715890856350655
