Steps,Q5%,Q25%,Q50%,Q75%,Q95%
1.0,36543.40644459494,36554.485392609604,36564.03338746383,36573.86274960303,36586.79045622375
5.0,37245.189257468715,38916.01527175309,40403.946454062985,42009.17827062194,44205.245232712216
12.0,38712.441823857465,40726.32427977192,41965.69430680973,43361.75913899642,45765.91500115809
